text_a	label
German troops to remain in Bosnia for 1997--Ruehe .	B-MISC O O O O B-LOC O B-MISC O
BASEBALL - RESULTS OF S. KOREAN PRO-BASEBALL GAMES .	O O O O B-MISC I-MISC O O O
NOVYE ATAGI , Russia 1996-08-27	B-LOC I-LOC O B-LOC O
-DOCSTART-	O
Cristina Torrens-Valero ( Spain ) beat Sabine Hack ( Germany ) 2-6 6-4 6-2	B-PER I-PER O B-LOC O O B-PER I-PER O B-LOC O O O O
-DOCSTART-	O
" Our stand is firm , namely we are calling on ( the Russian ) government to end the economic embargo on Iraq and resume trade ties between Russia and Iraq , " he told reporters .	O O O O O O O O O O O O O B-MISC O O O O O O O O B-LOC O O O O O B-LOC O B-LOC O O O O O O
" There were no changes in Saudi riyal rates .	O O O O O O B-MISC O O O
Luehrs declined to say when the operation was expected to be profitable .	B-PER O O O O O O O O O O O O
South , Dumbarton v Brechin , Livingston v Hamilton , Stenhousemuir	B-ORG O B-ORG O B-ORG O B-ORG O B-ORG O B-ORG
Brad Clontz ( 6-2 ) picked up the win in relief for Atlanta , which has won 11 of its last 13 games .	B-PER I-PER O O O O O O O O O O B-LOC O O O O O O O O O O O
Under the new system taxes and customs may be paid in the Bosnian dinar , the Croatian kuna or the Deutsche mark until a new Bosnian currency is introduced .	O O O O O O O O O O O O B-MISC O O O B-MISC O O O O O O O O B-MISC O O O O
The war between the North and South raged for nearly four years , claimed the lives of half a million Americans and forever seared the nation 's consciousness .	O O O O B-LOC O B-LOC O O O O O O O O O O O O O B-MISC O O O O O O O O
BADMINTON - MALAYSIAN OPEN RESULTS .	O O B-MISC I-MISC O O
A knife-wielding neighbour apparently intent on sexual assault invaded a teenage slumber party on Friday , killing one girl and wounding three others , police said .	O O O O O O O O O O O O O O O O O O O O O O O O O O O
seconds and 12.033 seconds )	O O O O O
Baker made secret trip to Syria in March 1995 .	B-PER O O O O B-LOC O O O O
MOTORCYCLING - JAPANESE WIN BOTH ROUND NINE SUPERBIKE RACES .	O O B-MISC O O O B-PER O O O
CARACAS 1996-08-29	B-LOC O
SYDNEY 1996-08-22	B-LOC O
12. Martin Brundle ( Britain ) Jordan 34	O B-PER I-PER O B-LOC O B-ORG O
NEW YORK AT SEATTLE	B-ORG I-ORG O B-LOC
At about 4 a.m. EDT ( 0800 GMT ) , a group of teenaged girls were having the overnight party in the Camelot subdivision of this eastern Virginia city , when a man entered the house , wielding a knife , threatening to sexually assault the girls .	O O O O O O O B-MISC O O O O O O O O O O O O O O B-LOC O O O O B-LOC O O O O O O O O O O O O O O O O O O O O
SUZUKA , Japan 1996-08-25	B-LOC O B-LOC O
-DOCSTART-	O
-DOCSTART-	O
FK Jablonec 3 Viktoria Zizkov 1	B-ORG I-ORG O B-ORG I-ORG O
In his autobiography published in 1990 , Lanusse described himself as a military man with " democratic ideas . "	O O O O O O O B-PER O O O O O O O O O O O O
* Sierra Semiconductor Corp puts modem chipset line up for sale and sets layoffs .	O B-ORG I-ORG I-ORG O O O O O O O O O O O
W L PCT GB	O O O O
Newcastle 3 1 0 2 3 4 3	B-ORG O O O O O O O
2 - Michael Chang ( U.S. ) beat Jaime Oncins ( Brazil ) 3-6 6-1 6-0 7 - 6 ( 8-6 )	O O B-PER I-PER O B-LOC O O B-PER I-PER O B-LOC O O O O O O O O O O
Yorkshire 14 6 5 3 41 46 192	B-ORG O O O O O O O
Swiss league leaders Neuchatel Xamax said on Tuesday they would appeal against a nine-month ban imposed on French international defender Jean-Pierre Cyprien for his part in a post-match brawl .	B-MISC O O B-ORG I-ORG O O O O O O O O O O O O B-MISC O O B-PER I-PER O O O O O O O O
Riley ( Australia ) 64 71 , Carl Mason 69 66 , Barry Lane	B-PER O B-LOC O O O O B-PER I-PER O O O B-PER I-PER
BORROWER VENANTIUS AB ( SWEDISH NATIONAL MORTGAGE AGENCY )	O B-ORG I-ORG O B-MISC O O O O
-- London Newsroom + 00--44-171-542-7947	O B-ORG I-ORG O O
Foreign Ministry spokesman Martin Erdmann said top Bonn diplomat Wolfgang Ischinger had been assured by senior Russian officials that the ultimatum to storm and take the Chechen capital of Grozny was not valid .	B-ORG I-ORG O B-PER I-PER O O B-LOC O B-PER I-PER O O O O O B-MISC O O O O O O O O O B-MISC O O B-LOC O O O O
MONTREAL 69 58 .543 11	B-ORG O O O O
Two world records are in serious danger of being broken at the meeting -- the women 's 1,000 metres and the men 's 3,000 metres .	O O O O O O O O O O O O O O O O O O O O O O O O O O
At Cardiff : Kent 128-1 ( M. Walker 59 , D. Fulton 53 not out ) v	O B-LOC O B-ORG O O B-PER I-PER O O B-PER I-PER O O O O O
Norwich 3 2 0 1 4 3 6	B-ORG O O O O O O O
-DOCSTART-	O
" We have to try it , but I doubt if this is possible with the separatists , " she said .	O O O O O O O O O O O O O O O O O O O O O O
CALIFORNIA AT BALTIMORE	B-ORG O B-LOC
" The situation in Mahala seems to be very much on its way toward resolution .	O O O O B-LOC O O O O O O O O O O O
-- R Leong , New York Power Desk +1 212 859 1622	O B-PER I-PER O B-ORG I-ORG I-ORG I-ORG O O O O
-DOCSTART-	O
seedings ) :	O O O
Willem II Tilburg 1 RKC Waalwijk 3	B-ORG I-ORG I-ORG O B-ORG I-ORG O
" That is a welcome development .	O O O O O O O
Record Sept 13	O O O
142 Daniel Chopra ( Sweden ) 74 68	O B-PER I-PER O B-LOC O O O
Diana met Will Carling at an exclusive gymnasium in London .	B-PER O B-PER I-PER O O O O O B-LOC O
for , goals against , points ) :	O O O O O O O O
South African fast bowler Shaun Pollock concluded his Warwickshire career with a flourish on Sunday by taking the final three wickets during the county 's Sunday league victory over Worcestershire .	B-MISC I-MISC O O B-PER I-PER O O B-ORG O O O O O O O O O O O O O O O O O O O O B-ORG O
Brokers said the stocks recovered early losses to edge up at close because of institutional support and short-covering ahead of Friday weekend .	O O O O O O O O O O O O O O O O O O O O O O O
He said volatility levels should be stable until markets reassess the situation after a long weekend in Britain .	O O O O O O O O O O O O O O O O O B-LOC O
Berlin organisers hoped to have American 1984 and 1988 champion Carl Lewis in the squad but he injured himself in last Friday 's Brussels meeting .	B-LOC O O O O B-MISC O O O O B-PER I-PER O O O O O O O O O O O B-LOC O O
The two Iranian men were arrested in July with 419 kilograms ( 924 lbs ) of opium after they opened fire on police and killed a pedestrain and wounded four , the newspaper quoted a police commander as saying .	O O B-MISC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
He was an opponent of abortion until 1986 and voted for President Ronald Reagan 's big tax cut bill .	O O O O O O O O O O O O B-PER I-PER O O O O O O
Open badminton tournament on Friday ( prefix numbers denote	B-MISC O O O O O O O O
1. Max van Heeswijk ( Netherlands ) Motorola 4 hours 39 minutes six seconds .	O B-PER I-PER I-PER O B-LOC O B-ORG O O O O O O O
John Kerry , even though she is n't old enough to vote .	B-PER I-PER O O O O O O O O O O O
BALANCE-Water Dist 1 Johnson Cty , Kan .	B-MISC I-MISC I-MISC B-LOC I-LOC O B-LOC O
The group began the U.S. tour , which is scheduled to last until September 18 , with a concert in Chicago on Tuesday at which Noel Gallagher filled in for his brother as lead singer .	O O O O B-LOC O O O O O O O O O O O O O O O B-LOC O O O O B-PER I-PER O O O O O O O O O
GOLF - SCORES AT WORLD SERIES OF GOLF .	O O O O B-MISC I-MISC I-MISC I-MISC O
2. Juha Kankkunen ( Finland ) Toyota Celica 46 seconds behind	O B-PER I-PER O B-LOC O B-MISC I-MISC O O O
Lauck , dressed in a sober blue suit and sporting his trademark Hitleresque black moustache , showed no sign of emotion as Bertram spent more than an hour reading out the verdict and explaining the court 's decision .	B-PER O O O O O O O O O O O B-MISC O O O O O O O O O B-PER O O O O O O O O O O O O O O O O
Penn Treaty American Corp said Tuesday it terminated a previously announced non-binding letter of intent to purchase Merrion Insurance Company Inc , a New York licensed company .	B-ORG I-ORG I-ORG I-ORG O O O O O O O O O O O O O B-ORG I-ORG I-ORG I-ORG O O B-LOC I-LOC O O O
Dally Randriantefy ( Madagascar ) beat Elena Makarova ( Russia ) 6- 3 1-6 7-5	B-PER I-PER O B-LOC O O B-PER I-PER O B-LOC O O O O O
Results of Major League	O O B-MISC I-MISC
Total ( for one wicket ) 229	O O O O O O O
-- Cleveland Newsdesk 216-579-0077	O B-ORG I-ORG O
ST LOUIS 68 61 .527 1/2	B-ORG I-ORG O O O O
The side from northern France , forced to fight an uphill battle from then on , pulled level thanks to Tony Vairelles in the eighth minute but young striker Fabien Lefevre made it two for Montpellier five minutes later .	O O O O B-LOC O O O O O O O O O O O O O O O B-PER I-PER O O O O O O O B-PER I-PER O O O O B-ORG O O O O
Russian shares slip in thin volume .	B-MISC O O O O O O
Men 's singles	O O O
Rowing is an endurance sport . "	O O O O O O O
Sarah Brady -- The nation 's toughest gun control law is named after Ronald Reagan 's press secretary James Brady but it was his wife who was the major force behind its passage .	B-PER I-PER O O O O O O O O O O O B-PER I-PER O O O B-PER I-PER O O O O O O O O O O O O O O
The dollar , which dropped sharply on Monday because of jitters over the Japanese Tankan survey , weakened further in quiet trading but regained losses to end the day close to Monday 's levels .	O O O O O O O O O O O O O B-MISC B-ORG O O O O O O O O O O O O O O O O O O O O
-DOCSTART-	O
for , against , points ) :	O O O O O O O
Polish diplomat denies nurses stranded in Libya .	B-MISC O O O O O B-LOC O
" We have ordered a massive hunt for him and I am quite confident we will get him soon , " Vivit Chatuparisut , deputy director general of the Correction Department , told Reuters .	O O O O O O O O O O O O O O O O O O O O O B-PER I-PER O O O O O O B-ORG I-ORG O O B-ORG O
While only a stunning upset will keep Graf from sailing through to a predictable semifinal showdown with third seed Arantxa Sanchez Vicario , the German star could also be tested in the third round where she will probably face 28th-ranked veteran Natasha Zvereva of Belarus .	O O O O O O O B-PER O O O O O O O O O O O B-PER I-PER I-PER O O B-MISC O O O O O O O O O O O O O O O O B-PER I-PER O B-LOC O
Castleford 22 9 0 13 548 599 18	B-ORG O O O O O O O
1. Deon Hemmings ( Jamaica ) 55.13 seconds	O B-PER I-PER O B-LOC O O O
Pound / dollar ..	O O O O
SoCal Edison sees 2 power lines back today .	B-ORG I-ORG O O O O O O O
Indore 25 Yellow 12,750-12,950 12,900-13,100	B-LOC O O O O
SEOUL 1996-08-26	B-LOC O
Firsy day	O O
The NBH is BBB-minus by Duff & Phelps , IBCA and Thomson BankWatch , BB-plus by S&P , BA1 by Moody 's Investors Service , BBB+ by the Japan Credit Rating Agency .	O B-ORG O O O B-ORG I-ORG I-ORG O B-ORG O B-ORG I-ORG O O O B-ORG O O O B-ORG I-ORG I-ORG I-ORG O O O O B-ORG I-ORG I-ORG I-ORG O
Russia - Yuri Nikiforov ( 18th minute ) , Vladislav Rodimov	B-LOC O B-PER I-PER O O O O O B-PER I-PER
-DOCSTART-	O
Second quarter growth estimates will be released when the Hong Kong government issues its half-yearly economic report on Friday .	O O O O O O O O O B-LOC I-LOC O O O O O O O O O
5. Mette Bergmann ( Norway ) 61.44	O B-PER I-PER O B-LOC O O
-- Ipsos poll reports majority of French public opinion sympathises with plight of Africans seeking to renew or obtain work and residence permits , calling government " stubborn , " " confused " and " cold-hearted . "	O B-ORG O O O O B-MISC O O O O O O B-MISC O O O O O O O O O O O O O O O O O O O O O O O O
" The one it landed on is 2,250 metres ( 2,460 yards ) long while the other one if more than 3,000 metres ( 3,300 yards ) long and is less steep , " he added .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
MONTREAL AT SAN FRANCISCO	B-ORG O B-LOC I-LOC
It said last Friday they were visited by Monsignor Caesar Mazzolari , apostolic administrator of the diocese of Rumbek in southern Sudan , and an SPLA administrator and appeared in good condition .	O O O O O O O O O B-PER I-PER O O O O O O O B-LOC O O B-LOC O O O B-ORG O O O O O O O
" America wants to block the establishment of a strong Islamic government in Afghanistan and the U.S. intends to neutralise the Afghan peace process initiated by the Afghans themselves , " said the spokesman , Hamid Ibrahimi .	O B-LOC O O O O O O O O B-MISC O O B-LOC O O B-LOC O O O O B-MISC O O O O O B-MISC O O O O O O O B-PER I-PER O
Escravos was sold on a Dated Brent related basis , with premiums for the light grade seen in the low 50-cent range .	B-ORG O O O O B-MISC I-MISC O O O O O O O O O O O O O O O O
The media ...	O O O
INTEREST RATES Latest rate Pvs rate Date changed	O O O O O O O O
Scorers : Zoran Kundic ( 28th ) , Klimis Alexandrou ( 41st ) ,	O O B-PER I-PER O O O O B-PER I-PER O O O O
Fred McGriff went 5-for-5 and homered twice , including a three-run blast with two out in the bottom of the ninth inning that lifted the Atlanta Braves to a 6-5 victory over the Chicago Cubs on Saturday .	B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O B-ORG I-ORG O O O O O O B-ORG I-ORG O O O
CRICKET - INDIA V SRI LANKA SCOREBOARD .	O O B-LOC O B-LOC I-LOC O O
Vitesse Arnhem 2 2 0 0 3 0 6	B-ORG I-ORG O O O O O O O
Goldman Sachs & Co Wertpapier GmbH has issued a total of five million American-style call warrants , on Continental AG , lead manager Goldman Sachs & Co said .	B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O O O O O O O B-MISC O O O O B-ORG I-ORG O O O B-ORG I-ORG I-ORG I-ORG O O
FRANKFURT 2,555.16 - 2.10 2,583.49 ) 2,284.86	B-LOC O O O O O O
1. Slight 283 points	O B-PER O O
Hershiser ( 14-7 ) , who allowed three runs , eight hits and one walk with five strikeouts over seven innings , improved to 4-0 in his last six starts , including a pair of wins over Detroit in the last 11 days .	B-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ORG O O O O O O
CENTRAL DIVISION	B-MISC I-MISC
Karlsruhe 2 1 1 0 5 3 4	B-ORG O O O O O O O
Despite the current difficulties , however , analysts were convinced that Cofinec 's outlook was strong .	O O O O O O O O O O O B-ORG O O O O O
-DOCSTART-	O
---	O
Whatever you want to send me , I need . "	O O O O O O O O O O O
Banharn 's 13-month-old , six-party coalition government controls 209 seats in the 391-seat lower house of parliament .	B-PER O O O O O O O O O O O O O O O O O
6. Ainars Kiksis ( Latvia ) 1:04.896	O B-PER I-PER O B-LOC O O
Major suppliers :	O O O
-DOCSTART-	O
Liverpool 3 1 2 0 5 3 5	B-ORG O O O O O O O
But outside , dozens of protesters from the D.C. Coalition Against Domestic Violence called for the church to support victims of violence instead .	O O O O O O O O B-ORG I-ORG I-ORG I-ORG I-ORG O O O O O O O O O O O
I was just trying to put the ball in play .	O O O O O O O O O O O
Rafael Palmeiro 's two-out single in the sixth inning scored Roberto Alomar with the go-ahead run as the Baltimore Orioles rallied past the California Angels 5-4 and took over the American League 's wild-card berth on Saturday .	B-PER I-PER O O O O O O O O B-PER I-PER O O O O O O B-ORG I-ORG O O O B-ORG I-ORG O O O O O B-MISC I-MISC O O O O O O
Seasongood & Mayer	B-ORG I-ORG I-ORG
Boston 's Roger Clemens ( 7-11 ) was one out away from his second straight shutout when pinch-hitter Matt Stairs tripled over the head of centre fielder Lee Tinsley on an 0-2 pitch and pinch-hitter Terry Steinbach dunked a broken-bat single into right to lift Oakland into a 1-1 tie .	B-ORG O B-PER I-PER O O O O O O O O O O O O O O B-PER I-PER O O O O O O O B-PER I-PER O O O O O O B-PER I-PER O O O O O O O O B-ORG O O O O O
Although Espinho 's Nail Besirovic put the home side back on terms in the 35th minute , Sporting quickly restored their lead .	O B-ORG O B-PER I-PER O O O O O O O O O O O O B-ORG O O O O O
All of us know about her .	O O O O O O O
-DOCSTART-	O
Mark Philippoussis beat fellow Australian Mark Woodforde 6-7 ( 6-8 ) 6-3 6-3 6-3 in a men 's singles first round match at the U.S. Open on Tuesday .	B-PER I-PER O O B-MISC B-PER I-PER O O O O O O O O O O O O O O O O O B-MISC I-MISC O O O
